sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,pl_bmasse_missing,pl_rade_missing,pl_orbper_missing,pl_orbsmax_missing,pl_orbeccen_missing,st_teff_missing,st_rad_missing,st_mass_missing,st_met_missing,st_logg_missing,sy_dist_missing,ra_missing,dec_missing,pl_bmasse_log,pl_rade_log,pl_orbper_log,pl_orbsmax_log,pl_eqt_log,sy_dist_log,st_mass_log,st_rad_log,st_teff_log
1,2,Transit,19.660302,0.11283,2.668,187.5197,0.086,331.0,Unknown,3660.0,0.47,0.5,-0.013,4.78,131.3583524,19.698401,185.605,16.701,12.183,15.6625,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.2996465543942184,3.028214081203243,0.10690632028599431,5.805134968916488,5.228994083338287,0.4054651081081644,0.3852624007906449,8.205491613120236
2,1,Transit,2.369172,0.03376,1.71,6.54,0.084,903.0,G8 V,5477.0,0.98,0.92,0.078,4.42,342.0316493,-14.4947789,138.671,11.187,9.259,10.9277,0,0,0,0,0,0,0,0,0,0,0,0,0,2.020222182019865,0.9969486348916096,1.2146670168463596,0.03320264082771828,6.806829360392176,4.939289657025707,0.6523251860396903,0.6830968447064438,8.608495349823023
2,4,Transit,0.658524,0.01306,3.3,11.26782,0.086,1515.0,Unknown,4285.0,0.7,0.69,-0.12,4.58,157.9356855,0.9372782,77.5586,11.625,8.897,11.3527,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5069795738261393,1.4586150226995167,0.505928050207714,0.012975453522390224,7.323830566202317,4.363844843113488,0.5247285289349821,0.5306282510621704,8.363109176033522
2,4,Transit,7.814,0.0679,0.705,0.29013,0.042,664.0,Unknown,4285.0,0.7,0.69,-0.12,4.58,157.9356855,0.9372782,77.5586,11.625,8.897,11.3527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25474298848990046,0.5335651107354801,2.1763413664197953,0.06569410319536245,6.499787040655854,4.363844843113488,0.5247285289349821,0.5306282510621704,8.363109176033522
2,4,Transit,14.697,0.1035,2.93,8.9,0.047,538.0,Unknown,4285.0,0.7,0.69,-0.12,4.58,157.9356855,0.9372782,77.5586,11.625,8.897,11.3527,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2925347571405443,1.3686394258811698,2.75346961129307,0.09848694671465404,6.289715570908998,4.363844843113488,0.5247285289349821,0.5306282510621704,8.363109176033522
2,4,Transit,19.482,0.1249,2.73,14.3,0.043,490.0,Unknown,4285.0,0.7,0.69,-0.12,4.58,157.9356855,0.9372782,77.5586,11.625,8.897,11.3527,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72785282839839,1.3164082336557241,3.019546451653246,0.11769414281664316,6.19644412779452,4.363844843113488,0.5247285289349821,0.5306282510621704,8.363109176033522
1,5,Transit,2.151676,0.1159,1.5,187.5197,0.086,1136.0,Unknown,5106.0,0.78,0.84,0.03,4.58,133.7094899,11.8482712,327.783,13.848,11.639,13.5627,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.9162907318741551,1.147934374834013,0.10966125420951849,7.036148493750536,5.795397958682353,0.6097655716208943,0.5766133643039938,8.538367426647644
1,5,Transit,9.327527,0.1159,2.69,187.5197,0.086,696.0,Unknown,5106.0,0.78,0.84,0.03,4.58,133.7094899,11.8482712,327.783,13.848,11.639,13.5627,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,1.3056264580524357,2.33481285466445,0.10966125420951849,6.546785410760524,5.795397958682353,0.6097655716208943,0.5766133643039938,8.538367426647644
1,5,Transit,4.528598,0.1159,1.49,187.5197,0.086,888.0,Unknown,5106.0,0.78,0.84,0.03,4.58,133.7094899,11.8482712,327.783,13.848,11.639,13.5627,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.9122827104766162,1.7099342571704235,0.10966125420951849,6.790097235513905,5.795397958682353,0.6097655716208943,0.5766133643039938,8.538367426647644
1,5,Transit,6.131243,0.1159,1.33,187.5197,0.086,801.0,Unknown,5106.0,0.78,0.84,0.03,4.58,133.7094899,11.8482712,327.783,13.848,11.639,13.5627,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.8458682675776092,1.964485553032675,0.10966125420951849,6.687108607866515,5.795397958682353,0.6097655716208943,0.5766133643039938,8.538367426647644
1,5,Transit,26.27057,0.1159,2.23,187.5197,0.086,492.0,Unknown,5106.0,0.78,0.84,0.03,4.58,133.7094899,11.8482712,327.783,13.848,11.639,13.5627,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,1.172482137234565,3.3058080987292606,0.10966125420951849,6.20050917404269,5.795397958682353,0.6097655716208943,0.5766133643039938,8.538367426647644
1,1,Transit,4.144965,0.0531,1.57,187.5197,0.086,1429.0,Unknown,6209.0,1.45,1.16,-0.08,4.18,130.1551381,13.0146799,360.76,11.784,10.212,11.377,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,0.9439058989071284,1.638018566541786,0.05173819540441444,7.265429723253953,5.89098100852966,0.7701082216960736,0.8960880245566356,8.733916174927524
3,1,Transit,6.771315,0.06702,4.48,30.9,0.251,902.0,Unknown,5248.0,0.89,0.87,0.13,4.48,171.5151874,1.2306237,249.645,12.689,10.704,12.4528,0,0,0,0,0,0,0,0,0,0,0,0,0,3.462606009790799,1.7011051009599243,2.05043939072921,0.06486971628640255,6.805722553416985,5.524037595375696,0.6259384308664953,0.636576829071551,8.5657928612523
1,2,Transit,1.543069,0.0247,1.38,187.5197,0.086,1203.0,Unknown,4877.0,0.77,0.85,0.26,4.59,131.2665588,13.5497322,280.518,13.847,11.368,13.4701,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,0.8671004876833833,0.9333716193789987,0.024399886823535177,7.093404625868766,5.6401963886971025,0.6151856390902334,0.5709795465857378,8.492490578775866
1,2,Transit,4.400028,0.0497,2.95,187.5197,0.086,848.0,Unknown,4877.0,0.77,0.85,0.26,4.59,131.2665588,13.5497322,280.518,13.847,11.368,13.4701,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.3737155789130306,1.6864041387419708,0.048504409059614985,6.744059186311348,5.6401963886971025,0.6151856390902334,0.5709795465857378,8.492490578775866
1,1,Transit,8.562421,0.077,7.28,187.5197,0.086,893.0,Unknown,5644.0,0.99,0.83,-0.3,4.37,125.2239144,16.0907958,564.454,13.845,12.154,13.6582,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,2.1138429683971687,2.25784093768062,0.07417939817425151,6.795705775173514,6.337628948304165,0.6043159668533294,0.688134638736401,8.638525476583762
1,1,Transit,14.4536756,0.1007,3.13,187.5197,0.086,747.0,Unknown,5397.0,0.83,0.86,-0.09,4.53,132.6211743,17.5423852,423.065,13.872,12.0,13.6668,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.4182774069729414,2.7378468779619656,0.095946341047209,6.617402977974478,6.049886745369217,0.6205764877251099,0.6043159668533294,8.59378379357795
1,1,Transit,11.7195663,0.0729,3.05,187.5197,0.086,849.0,Unknown,5161.0,0.85,0.89,0.2,4.53,129.7768928,19.0100046,308.105,13.246,11.3,13.1461,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.3987168811184478,2.5431414614187475,0.07036526266056349,6.745236349484363,5.733681025002064,0.636576829071551,0.6151856390902334,8.54907938027856
1,1,Transit,14.1330314,0.0964,2.08,187.5197,0.086,655.0,Unknown,5044.0,0.7,0.79,-0.16,4.64,129.2823699,20.3992512,228.327,13.181,10.986,12.8852,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.1249295969854831,2.7168798646383077,0.09203208544649367,6.486160788944089,5.435148932604828,0.5822156198526637,0.5306282510621704,8.52615293278771
1,2,Transit,3.2809626,0.0277,2.34,187.5197,0.086,1166.0,Unknown,4841.0,0.69,0.77,-0.06,4.65,132.1698795,20.4550162,123.438,11.974,9.749,11.8139,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.205970806988609,1.4541778908480767,0.027323295648890352,7.062191632286556,4.823807599897709,0.5709795465857378,0.5247285289349821,8.485083137498004
1,2,Transit,8.4388385,0.0881,2.21,187.5197,0.086,653.0,Unknown,4841.0,0.69,0.77,-0.06,4.65,132.1698795,20.4550162,123.438,11.974,9.749,11.8139,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.1662709371419244,2.244832932333099,0.08443305597482931,6.483107351457199,4.823807599897709,0.5709795465857378,0.5247285289349821,8.485083137498004
1,1,Transit,18.718269,0.1291,3.77,187.5197,0.086,583.0,Unknown,5139.0,0.85,0.82,0.07,4.49,125.9528309,22.6339399,488.152,14.654,12.26,14.3792,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.5623463049002497,2.9815455664170303,0.12142085520433943,6.369900982828227,6.1926732796204185,0.598836501088704,0.6151856390902334,8.544808358449211
1,1,Transit,6.326763,0.0675,2.07,187.5197,0.086,958.0,Unknown,5741.0,0.97,1.02,0.11,4.48,202.0161895,-15.9379749,113.123,10.364,8.687,10.1214,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.1216775615991057,1.9915338085375787,0.06531946612064256,6.8658910748834385,4.737276814117544,0.7030975114131134,0.6780335427498971,8.655562860681009
1,1,Transit,3.334966,0.0488,2.98,187.5197,0.086,1711.0,Unknown,6747.0,1.61,1.4,0.0,4.17,203.3018653,-14.5041057,786.439,13.446,11.701,13.2538,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.3812818192963463,1.4667137670644925,0.04764665346735304,7.445417556701687,6.668785907382122,0.8754687373538999,0.959350221334602,8.817001443665859
1,1,Transit,7.122605,0.067,1.21,187.5197,0.086,879.0,Unknown,5558.0,0.86,0.79,-0.37,4.46,204.7792935,-6.0417592,182.983,11.491,9.994,11.5907,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,0.7929925155296614,2.094650915532043,0.06485097231961633,6.779921907472252,5.214843362036298,0.5822156198526637,0.6205764877251099,8.62317351495347
1,1,Transit,2.260455,0.0214,2.32,187.5197,0.0,568.0,M4,3214.0,0.29,0.26,0.26,4.93,335.6233145,-7.9563525,62.9969,16.526,10.746,14.6799,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.199964782928397,1.1818667561917002,0.021174235231406484,6.343880434126331,4.1588346446865385,0.23111172096338664,0.2546422183735807,8.07558263667172
1,1,Transit,19.89526,0.1461,7.5,37.1,0.35,787.0,Unknown,5500.0,1.28,1.03,0.33,4.21,291.5953596,-22.2477071,391.537,12.524,10.765,12.3604,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6402142821326553,2.1400661634962708,3.039522338990685,0.13636487452051646,6.669498089857879,5.972630800295484,0.708035793053696,0.8241754429663494,8.612685172875459
1,1,Transit,8.687721,0.0773,8.18,187.5197,0.086,665.0,Unknown,4812.0,0.76,0.82,0.22,4.59,16.2274724,7.2692169,458.139,15.048,12.523,14.7677,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,2.217027204632399,2.2708592073224807,0.0744579109180098,6.501289670540389,6.129352996460125,0.598836501088704,0.5653138090500605,8.47907586930311
1,2,Transit,4.169783,0.1159,2.5,187.5197,0.086,903.0,Unknown,5499.0,1.0,0.95,-0.23,4.5,13.4321524,7.9952914,496.289,14.21,12.002,13.8183,1,0,0,1,1,0,0,1,0,0,0,0,0,5.23920251071117,1.252762968495368,1.6428307147187537,0.10966125420951849,6.806829360392176,6.209171346031051,0.6678293725756554,0.6931471805599453,8.612503371220562
1,1,Transit,1.921036,0.0291,3.52,187.5197,0.086,1186.0,Unknown,5060.0,0.82,0.89,0.28,4.56,13.1943679,9.6929181,402.915,14.364,11.983,14.1316,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.5085119938441398,1.0719383478760456,0.028684633859908954,7.079184394609668,6.001204459785194,0.636576829071551,0.598836501088704,8.529319371214077
1,1,Transit,4.795069,0.04771,2.78,187.5197,0.078,653.0,Unknown,4140.0,0.61,0.63,0.0,4.67,79.1407971,20.2549034,107.272,13.265,10.058,12.8598,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.3297240096314962,1.7570073835370503,0.0466068300482308,6.483107351457199,4.68464657948987,0.48858001481867097,0.4762341789963716,8.328692583545568
1,4,Transit,3.471745,0.03817,2.59,9.68,0.0,1089.0,K2 V,4975.0,0.79,0.83,0.0,4.4,349.3843458,1.3001522,154.961,12.075,9.971,11.804,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3683728335320486,1.2781522025001875,1.4977787127601072,0.03745954782704742,6.993932975223189,5.049605975994328,0.6043159668533294,0.5822156198526637,8.512381634419015
1,4,Transit,7.138048,0.0824,3.53,15.68,0.0,741.0,K2 V,4975.0,0.79,0.83,0.0,4.4,349.3843458,1.3001522,154.961,12.075,9.971,11.804,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8142103969306005,1.5107219394949425,2.096550347817203,0.07918079787444122,6.60934924316738,5.049605975994328,0.6043159668533294,0.5822156198526637,8.512381634419015
1,4,Transit,10.45582,0.1178,2.48,6.5,0.0,620.0,K2 V,4975.0,0.79,0.83,0.0,4.4,349.3843458,1.3001522,154.961,12.075,9.971,11.804,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0149030205422647,1.247032293786383,2.4384978978043477,0.11136246785346073,6.431331081933479,5.049605975994328,0.6043159668533294,0.5822156198526637,8.512381634419015
1,4,Transit,14.76289,0.18041,1.95,10.7,0.0,501.0,K2 V,4975.0,0.79,0.83,0.0,4.4,349.3843458,1.3001522,154.961,12.075,9.971,11.804,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4595888418037104,1.0818051703517284,2.7576584432529945,0.16586183575526955,6.218600119691729,5.049605975994328,0.6043159668533294,0.5822156198526637,8.512381634419015
1,1,Transit,27.359,0.1768,2.1,187.5197,0.086,347.0,M0 V,3926.0,0.62,0.64,0.0,4.7,233.3698192,-16.7737113,76.1486,12.881,9.317,12.1652,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.1314021114911006,3.344944440111357,0.1627988903050907,5.8522024797744745,4.345733432176601,0.49469624183610705,0.4824261492442927,8.27563105457801
1,1,Transit,14.893291,0.1206,9.494,100.11645,0.478,804.0,Unknown,5695.0,1.07,1.06,0.2,4.4,233.0743401,-22.3583447,158.335,11.41,9.188,11.067,0,0,0,0,0,0,0,0,0,0,0,0,0,4.616272822978492,2.35080366526452,2.7658970704948334,0.11386425614904709,6.690842277418564,5.071008904019684,0.7227059828014898,0.7275486072772778,8.647519453091812
2,1,Transit,31.393463,0.164,1.9,187.5197,0.086,226.0,M3 V,3341.0,0.32,0.33,-0.21,4.96,55.4442857,18.2684913,65.6138,13.4165,11.325,14.5451,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,1.0647107369924282,3.4779566431828868,0.1518623493092461,5.424950017481403,4.198911763289102,0.2851789422336624,0.2776317365982795,8.114324709155339
1,1,Transit,13.156969,0.107,9.1,187.5197,0.086,753.0,Unknown,5529.0,1.02,0.95,0.162,4.39,246.6429443,-15.7925384,274.3,14.81,10.641,13.7943,1,0,0,0,1,0,0,0,0,0,0,0,0,5.23920251071117,2.312535423847214,2.6502070116805,0.10165365372649983,6.625392368007956,5.617861412148562,0.6678293725756554,0.7030975114131134,8.61794309451638
2,1,Transit,3.2588321,0.04217,13.339,232.0159,0.066,1171.0,G7 V,5358.0,0.86,0.94,0.16,4.54,62.670422,24.4016558,178.475,12.532,10.062,12.2008,0,0,0,0,0,0,0,0,0,0,0,0,0,5.451106691580782,2.6629830977329023,1.4489949677643688,0.04130507781672771,7.066466970136958,5.190035922462546,0.6626879730752367,0.6205764877251099,8.58653266949485
3,2,Transit,9.21165,0.0923,3.06,10.9,0.0,1230.0,Unknown,6302.0,1.51,1.19,-0.06,4.23,234.8578846,-20.1988975,272.909,11.114,9.42,10.8204,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4765384001174837,1.4011829736136414,2.3235292253880524,0.08828556486736039,7.115582126184454,5.612795934436755,0.7839015438284094,0.9202827531436926,8.74878098951311
3,2,Transit,48.36685,0.305,11.276,246.00042,0.0,676.0,Unknown,6302.0,1.51,1.19,-0.06,4.23,234.8578846,-20.1988975,272.909,11.114,9.42,10.8204,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50939003703139,2.5076461367574896,3.899279146305702,0.26620304077465673,6.517671272912275,5.612795934436755,0.7839015438284094,0.9202827531436926,8.74878098951311
1,1,Transit,2.225177,0.03261,1.589,6.49,0.0,903.0,Unknown,5520.0,0.9,0.93,0.08,4.5,76.44594,21.548199,90.0562,10.014,8.353,9.86639,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0135687975291283,0.9512717007694006,1.1709878324626097,0.03208957770859748,6.806829360392176,4.511476898308892,0.6575200029167941,0.6418538861723948,8.616314282284044
1,1,Transit,16.9841,0.13,2.63,24.5,0.04,795.0,G3 V,5725.0,1.09,1.0,0.07,4.33,205.3758786,-9.9460704,114.293,9.885,8.407,9.75597,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2386784521643803,1.2892326482767593,2.889488034194042,0.12221763272424921,6.679599185844383,4.74747671424381,0.6931471805599453,0.7371640659767197,8.65277248565806
1,1,Transit,13.1225,0.1159,2.45,187.5197,0.086,750.0,Unknown,5532.0,0.95,0.96,0.218,4.52,351.6064952,-6.0279068,392.251,13.44,11.544,13.1611,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,1.2383742310432684,2.6477692702172804,0.10966125420951849,6.621405651764134,5.974448084846788,0.6729444732424258,0.6678293725756554,8.618485442898109
1,1,Transit,2.50387,0.1159,1.66,187.5197,0.086,1425.0,Unknown,5612.0,1.2,0.99,0.194,4.2,352.0516724,-7.6037856,373.078,12.649,10.859,12.37,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.9783261227936076,1.253868071929285,0.10966125420951849,7.262628600974241,5.924464331819454,0.688134638736401,0.7884573603642702,8.6328406149422
1,1,Transit,4.024867,0.0451,10.054,106.47305,0.0,852.0,K5 V,4444.0,0.7,0.74,0.14,4.63,19.6101417,6.8167277,232.801,13.8941,11.325,13.5184,0,0,0,0,0,0,0,0,0,0,0,0,0,4.677240118463384,2.4027923534110713,1.6143989859331733,0.04411257461832095,6.748759547491679,5.454470326188787,0.5538851132264376,0.5306282510621704,8.399535147948004
1,3,Transit,10.0546535,0.0747,2.078,5.11,0.107,501.0,M V,3844.0,0.55,0.55,-0.157,4.7,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785,0,0,0,0,0,0,0,0,0,0,0,0,0,1.809926773183504,1.1242800354166875,2.4028514705346167,0.07204155286497055,6.218600119691729,3.8082767417198418,0.4382549309311553,0.4382549309311553,8.254528881939745
1,3,Transit,24.646729,0.1357,1.582,2.68,0.048,372.0,M V,3844.0,0.55,0.55,-0.157,4.7,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3029127521808397,0.9485642924244508,3.2444160391183834,0.12724920091546357,5.921578419643816,3.8082767417198418,0.4382549309311553,0.4382549309311553,8.254528881939745
1,3,Transit,44.55603,0.2014,1.458,2.2,0.091,305.0,M V,3844.0,0.55,0.55,-0.157,4.7,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1631508098056809,0.899348011143843,3.8189429969420483,0.18348754343392398,5.723585101952381,3.8082767417198418,0.4382549309311553,0.4382549309311553,8.254528881939745
1,1,Transit,4.098503,0.04839,11.646,184.02357,0.0,1092.0,G6 V,5425.0,0.84,0.9,-0.15,4.54,52.3420548,22.2993491,333.042,13.547,11.088,13.2056,0,0,0,0,0,0,0,0,0,0,0,0,0,5.220483222368351,2.5373409596364214,1.6289469672303256,0.04725565407748048,6.996681488176539,5.811266733574014,0.6418538861723948,0.6097655716208943,8.598957493218878
1,1,Transit,3.38628,0.1159,9.916,187.5197,0.086,903.0,Unknown,6100.0,1.24,1.09,-0.1,3.94,78.3391194,16.4141986,1314.53,15.072,13.206,14.8949,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,2.390229602846092,1.478481487447327,0.10966125420951849,6.806829360392176,7.181994905237421,0.7371640659767197,0.8064758658669484,8.716207971151853
2,1,Transit,1.25785,0.022,11.882,563.83042,0.0,903.0,G7 V,5280.0,0.78,0.91,0.08,4.6,245.4405531,-23.548273,110.527,10.802,8.866,10.5371,0,0,0,0,0,0,0,0,0,0,0,0,0,6.336525544502018,2.5558309881246988,0.8144130330514269,0.02176149178151269,6.806829360392176,4.714266714052365,0.6471032420585384,0.5766133643039938,8.571870752706934
1,2,Radial Velocity,921.2,1.961,2.4,1719.45168,0.853,903.0,Unknown,5959.0,1.22,1.18,0.255,4.46,140.3390845,14.3678691,109.86,9.452,8.018,9.30733,0,1,0,0,0,0,0,0,0,1,0,0,0,7.4503421399840954,1.2237754316221157,6.826762119772606,1.0855270491194544,6.806829360392176,4.708268143991659,0.7793248768009976,0.7975071958841881,8.692825760059396
1,1,Transit,3.1443189,0.1159,0.95,187.5197,0.086,460.0,M(3.5+/-0.5) V,3300.0,0.2,0.17,-0.24,5.09,228.0210932,-20.1081634,56.9686,17.67,11.838,15.6791,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.6678293725756554,1.4217384566295308,0.10966125420951849,6.133398042996649,4.059901484637383,0.15700374880966478,0.18232155679395465,8.101980731853192
1,2,Transit,1.133,0.0147,1.33,187.5197,0.086,841.0,Unknown,3436.0,0.38,0.41,0.02,4.89,233.6247336,-23.2594663,112.486,17.14,11.911,15.514,1,0,0,0,1,0,0,0,1,0,0,0,0,5.23920251071117,0.8458682675776092,0.7575294394892135,0.014593002302900148,6.7357800142423265,4.731679481295844,0.3435897043900769,0.3220834991691133,8.142354276849835
1,2,Transit,5.26,0.0582,1.83,187.5197,0.086,423.0,Unknown,3436.0,0.38,0.41,0.02,4.89,233.6247336,-23.2594663,112.486,17.14,11.911,15.514,1,0,0,0,1,0,0,0,1,0,0,0,0,5.23920251071117,1.0402767116551463,1.8341801851120072,0.0565693514878943,6.049733455231958,4.731679481295844,0.3435897043900769,0.3220834991691133,8.142354276849835
1,1,Transit,6.22,0.0542,2.93,187.5197,0.086,432.0,Unknown,3387.0,0.38,0.4,0.02,4.88,228.6188638,-21.0227209,176.291,17.74,12.99,16.6387,1,0,0,0,1,0,0,0,1,0,0,0,0,5.23920251071117,1.3686394258811698,1.9768549529047348,0.05278218543896945,6.07073772800249,5.177792450370438,0.33647223662121295,0.3220834991691133,8.127995055771946
1,1,Transit,7.01,0.0911,1.66,187.5197,0.086,456.0,Unknown,3851.0,0.55,0.56,0.02,4.7,232.4461375,-17.557463,147.866,15.8,11.152,14.3967,1,0,0,0,1,0,0,0,1,0,0,0,0,5.23920251071117,0.9783261227936076,2.080690761080268,0.087186361678916,6.124683390894205,5.00304657244758,0.44468582126144574,0.4382549309311553,8.256347772918016
1,1,Transit,26.68,0.1516,2.79,187.5197,0.086,641.0,Unknown,5440.0,0.9,0.95,0.02,4.51,166.8010058,3.0399357,209.071,12.213,10.223,11.9397,1,0,0,0,1,0,0,0,1,0,0,0,0,5.23920251071117,1.332366019094335,3.3207101307494686,0.14115227975588376,6.464588303689961,5.347445568814248,0.6678293725756554,0.6418538861723948,8.601718146485926
2,4,Transit,8.992,0.0795,5.299,15.0,0.03,837.0,Unknown,5271.0,0.86,0.83,-0.06,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,2.772588722239781,1.840390890639792,2.3017847728232765,0.07649797097272498,6.731018100482083,5.066902199549558,0.6043159668533294,0.6205764877251099,8.570165076182343
2,4,Transit,20.66093,0.13843,3.134,8.1,0.049,634.0,Unknown,5271.0,0.86,0.83,-0.06,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2082744135228043,1.4192454612595766,3.075510176939197,0.12965012022210298,6.453624998892692,5.066902199549558,0.6043159668533294,0.6205764877251099,8.570165076182343
2,4,Transit,31.71701,0.18422,3.484,6.7,0.05,550.0,Unknown,5271.0,0.86,0.83,-0.06,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0412203288596382,1.5005155052099135,3.4878951261409172,0.16908433001193415,6.311734809152915,5.066902199549558,0.6043159668533294,0.6205764877251099,8.570165076182343
2,4,Transit,4.34934,0.04899,1.212,2.1,0.043,1066.0,Unknown,5271.0,0.86,0.83,-0.06,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1314021114911006,0.7938970836600884,1.6769731888119097,0.04782779648025665,6.9726062513017535,5.066902199549558,0.6043159668533294,0.6205764877251099,8.570165076182343
1,1,Transit,1.995,0.0142,2.62,187.5197,0.086,698.0,Unknown,3157.0,0.3,0.12,0.02,4.55,163.2519122,5.3064776,108.74,17.81,12.508,16.3554,1,0,0,0,1,0,0,0,1,0,0,0,0,5.23920251071117,1.2864740258376797,1.0969442315674127,0.014100124378781637,6.54965074223381,4.69811393163083,0.11332868530700317,0.262364264467491,8.057694194815587
1,1,Transit,2.298,0.041,1.95,187.5197,0.086,701.0,Unknown,3855.0,0.58,0.6,0.02,4.68,156.4054989,2.5138829,77.6888,13.677,9.567,12.8241,1,0,0,0,1,0,0,0,1,0,0,0,0,5.23920251071117,1.0818051703517284,1.1933162241374071,0.04018178963283184,6.553933404025811,4.365500832716546,0.4700036292457356,0.4574248470388754,8.257385655730436
1,1,Transit,8.205,0.0594,1.92,187.5197,0.086,635.0,Unknown,4141.0,0.6,0.63,0.02,4.68,156.6226981,4.7640203,123.415,13.963,10.413,13.3108,1,0,0,0,1,0,0,0,1,0,0,0,0,5.23920251071117,1.0715836162801904,2.219746814685041,0.05770271012828925,6.455198563340122,4.823622751814177,0.48858001481867097,0.4700036292457356,8.328934041955529
1,1,Transit,24.93,0.1275,2.1,187.5197,0.086,318.0,Unknown,3710.0,0.55,0.48,0.02,4.63,159.4209874,6.2858689,118.318,14.935,10.789,14.0693,1,0,0,0,1,0,0,0,1,0,0,0,0,5.23920251071117,1.1314021114911006,3.255400599550573,0.12000279239469637,5.765191102784844,4.781792197856723,0.3920420877760237,0.4382549309311553,8.219056661060598
1,1,Transit,3.262,0.0331,2.43,187.5197,0.086,707.0,Unknown,3752.0,0.51,0.52,0.02,4.74,157.6222171,6.8636732,136.667,15.223,11.237,14.5172,1,0,0,0,1,0,0,0,1,0,0,0,0,5.23920251071117,1.2325602611778486,1.4497385336764255,0.03256399087326267,6.56244409369372,4.924837725597498,0.41871033485818504,0.412109650826833,8.23031079913502
1,1,Transit,6.93,0.0419,2.2,187.5197,0.086,423.0,Unknown,3287.0,0.3,0.27,0.02,4.84,353.9169507,-7.6867213,111.638,17.77,12.352,16.137,1,0,0,0,1,0,0,0,1,0,0,0,0,5.23920251071117,1.1631508098056809,2.0706530356467567,0.04104596943600097,6.049733455231958,4.72417913657028,0.23901690047049992,0.262364264467491,8.098034756176071
