sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,pl_bmasse_missing,pl_rade_missing,pl_orbper_missing,pl_orbsmax_missing,pl_orbeccen_missing,st_teff_missing,st_rad_missing,st_mass_missing,st_met_missing,st_logg_missing,sy_dist_missing,ra_missing,dec_missing,pl_bmasse_log,pl_rade_log,pl_orbper_log,pl_orbsmax_log,pl_eqt_log,sy_dist_log,st_mass_log,st_rad_log,st_teff_log
1,1,Transit,6.38669014,0.1159,1.143,187.5197,0.086,903.0,Unknown,5071.0,0.81,0.77,-0.02,4.5,296.022301,44.7326691,479.263,14.797,12.494,14.5568,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.76220671649144,1.999679751003758,0.10966125420951849,6.806829360392176,6.174333870517074,0.5709795465857378,0.5933268452777344,8.531490496117062
1,3,Transit,20.739886,0.138,1.9,187.5197,0.086,903.0,Unknown,5128.0,0.78,0.95,0.02,4.57,284.9685077,42.0791214,451.312,14.239,12.235,14.1033,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,1.0647107369924282,3.079148637889066,0.1292723357041392,6.806829360392176,6.114372207195308,0.6678293725756554,0.5766133643039938,8.542665987389269
1,3,Transit,47.427737,0.24,2.24,187.5197,0.086,903.0,Unknown,5128.0,0.78,0.95,0.02,4.57,284.9685077,42.0791214,451.312,14.239,12.235,14.1033,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,1.1755733298042381,3.880072728088202,0.2151113796169455,6.806829360392176,6.114372207195308,0.6678293725756554,0.5766133643039938,8.542665987389269
1,3,Transit,122.0800018,0.1159,2.661,187.5197,0.086,903.0,Unknown,5132.0,0.77,0.81,-0.06,4.57,284.9685077,42.0791214,451.312,14.239,12.235,14.1033,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,1.2977363341380992,4.812834565078475,0.10966125420951849,6.806829360392176,6.114372207195308,0.5933268452777344,0.5709795465857378,8.543445562560303
1,1,Transit,2.29794002,0.1159,1.307,187.5197,0.086,903.0,Unknown,6371.0,1.07,1.12,-0.18,4.43,294.6969361,46.7202043,1527.56,15.181,13.685,15.0761,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.8359479791916166,1.193298037192159,0.10966125420951849,6.806829360392176,7.33208139473122,0.7514160886839212,0.7275486072772778,8.759668671029939
1,1,Transit,5.6047101,0.1159,1.619,187.5197,0.086,903.0,Unknown,5401.0,0.78,0.87,-0.16,4.59,286.3300783,39.6831276,1042.45,15.809,13.744,15.695,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.9627925655255749,1.8877830460193779,0.10966125420951849,6.806829360392176,6.95028780970084,0.6259384308664953,0.5766133643039938,8.59452453435256
1,1,Transit,7.99145985,0.1159,1.215,187.5197,0.086,903.0,Unknown,5700.0,1.01,1.0,0.16,4.43,289.5483989,40.1641457,866.826,15.146,13.412,14.9657,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.795252403497099,2.1962752212847794,0.10966125420951849,6.806829360392176,6.7659912337359,0.6931471805599453,0.6981347220709844,8.648396877031582
1,1,Transit,1.96226001,0.1159,0.744,187.5197,0.086,903.0,Unknown,5726.0,0.98,0.92,-0.1,4.42,296.5875182,47.207129,492.847,14.054,12.261,13.8875,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.5561813254867879,1.0859524938971201,0.10966125420951849,6.806829360392176,6.20222575261664,0.6523251860396903,0.6830968447064438,8.652947112393857
1,1,Transit,2.44082999,0.1159,1.781,187.5197,0.086,903.0,Unknown,4803.0,0.7,0.75,-0.08,4.62,297.0588033,49.4784362,399.02549999999997,16.363,13.45,13.1671,1,0,0,1,1,0,0,0,0,0,1,0,0,5.23920251071117,1.0228105752518277,1.2357127184456853,0.10966125420951849,6.806829360392176,5.991528295076037,0.5596157879354227,0.5306282510621704,8.477204183199873
1,1,Transit,41.86869812,0.1159,1.354,187.5197,0.086,903.0,Unknown,5852.0,0.84,0.93,-0.3,4.56,292.5147146,38.0219872,521.791,13.839,12.12,13.6415,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.856116008838085,3.758141912059193,0.10966125420951849,6.806829360392176,6.259181766605713,0.6575200029167941,0.6097655716208943,8.67470962929122
1,1,Transit,8.61742973,0.1159,1.105,187.5197,0.086,903.0,Unknown,5009.0,0.84,0.8,0.16,4.49,292.4637788,41.2990438,484.601,15.222,12.643,14.7889,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.7443154671343447,2.2635770491450447,0.10966125420951849,6.806829360392176,6.18538729905124,0.5877866649021191,0.6097655716208943,8.51919119407891
1,1,Transit,7.28169012,0.1159,0.73,187.5197,0.086,903.0,Unknown,4970.0,1.81,1.0,0.32,3.92,299.1376276,43.4984724,249.102,13.519,11.192,13.3752,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.5481214085096876,2.1140470683403048,0.10966125420951849,6.806829360392176,5.521868834652879,0.6931471805599453,1.0331844833456545,8.511376306094673
1,1,Transit,7.2810998,0.1159,1.5,187.5197,0.086,903.0,Unknown,5008.0,0.79,0.84,0.18,4.57,291.5080318,45.3700933,750.93,16.303,13.802,15.9711,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.9162907318741551,2.1139757856635213,0.10966125420951849,6.806829360392176,6.622643234510769,0.6097655716208943,0.5822156198526637,8.518991573357617
1,1,Transit,6.64752007,0.1159,1.682,187.5197,0.086,903.0,Unknown,6046.0,1.01,1.11,0.07,4.48,294.7842662,49.4920557,1204.54,15.851,14.235,15.6806,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.9865627848594868,2.034381421426532,0.10966125420951849,6.806829360392176,7.094682878323332,0.7466879474879752,0.6981347220709844,8.707317560273212
2,4,Transit,5.599308,0.06,1.02,187.5197,0.086,903.0,Unknown,6004.0,1.12,0.95,0.02,4.3,295.2264739,50.5592348,330.575,11.775,10.535,11.78,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,0.7030975114131134,1.8869647950505448,0.05826890812397577,6.806829360392176,5.8038540283804165,0.6678293725756554,0.7514160886839212,8.700347734514084
2,4,Transit,10.349695,0.09,1.23,187.5197,0.086,903.0,Unknown,6004.0,1.12,0.95,0.02,4.3,295.2264739,50.5592348,330.575,11.775,10.535,11.78,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,0.8020015854720274,2.4291908713196504,0.08617769624105233,6.806829360392176,5.8038540283804165,0.6678293725756554,0.7514160886839212,8.700347734514084
2,4,Transit,15.677563,0.119,1.22,187.5197,0.086,903.0,Unknown,6004.0,1.12,0.95,0.02,4.3,295.2264739,50.5592348,330.575,11.775,10.535,11.78,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,0.7975071958841881,2.8140642831389946,0.11243542932978817,6.806829360392176,5.8038540283804165,0.6678293725756554,0.7514160886839212,8.700347734514084
2,4,Transit,25.209715,0.164,0.91,187.5197,0.086,903.0,Unknown,6004.0,1.12,0.95,0.02,4.3,295.2264739,50.5592348,330.575,11.775,10.535,11.78,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,0.6471032420585384,3.2661301435638723,0.1518623493092461,6.806829360392176,5.8038540283804165,0.6678293725756554,0.7514160886839212,8.700347734514084
1,2,Transit,7.54425,0.1159,0.802,2.02,0.067,903.0,Unknown,5818.0,1.38,1.12,0.23,4.2,288.3953074,39.8725067,287.339,11.23,9.792,11.1438,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1052568313867783,0.5888971591861462,2.1452585420893904,0.10966125420951849,6.806829360392176,5.6641368712498394,0.7514160886839212,0.8671004876833833,8.66888370465667
1,2,Transit,11.3295,0.1159,0.868,2.11,0.043,903.0,Unknown,5818.0,1.38,1.12,0.23,4.2,288.3953074,39.8725067,287.339,11.23,9.792,11.1438,0,0,0,1,0,0,0,0,0,0,0,0,0,1.1346227261911428,0.6248683398066509,2.511994764853613,0.10966125420951849,6.806829360392176,5.6641368712498394,0.7514160886839212,0.8671004876833833,8.66888370465667
1,1,Other,4.95931924,0.0565,12.21,187.5197,0.0,1103.0,Unknown,5712.0,1.08,0.98,0.1,4.36,292.16706,48.7275345,1314.51,15.445,13.805,15.258,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,2.580974118534234,1.7849562530769787,0.05496155807397434,7.00669522683704,7.181979702123823,0.6830968447064438,0.7323678937132266,8.650499558724462
1,1,Transit,4.53702121,0.0486,1.66,187.5197,0.0,798.0,Unknown,4805.0,0.69,0.77,-0.06,4.63,290.6178587,37.2891002,592.711,16.047,13.358,15.654,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.9783261227936076,1.711456668427678,0.04745594115629535,6.683360945766275,6.386392668981022,0.5709795465857378,0.5247285289349821,8.477620416296414
1,1,Transit,10.84969477,0.0914,2.67,187.5197,0.0,676.0,Unknown,5251.0,0.78,0.87,-0.04,4.59,286.0067312,38.0095407,865.512,15.49,13.44,15.3665,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.3001916620664788,2.472302109443495,0.08746127576999452,6.517671272912275,6.764475957876847,0.6259384308664953,0.5766133643039938,8.566364235422688
1,1,Transit,18.5084526,0.1383,29.33,187.5197,0.0,683.0,Unknown,5942.0,0.94,1.03,-0.06,4.51,289.8429062,38.309622,1076.27,15.484,13.611,15.2323,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,3.41213732170049,2.970847838316832,0.1295359213490339,6.52795791762255,6.982185342116132,0.708035793053696,0.6626879730752367,8.68996933536666
1,3,Transit,17.790037,0.131,2.82,187.5197,0.086,903.0,Unknown,5574.0,0.94,0.95,0.02,4.47,290.6731326,38.6910045,495.358,13.684,12.027,13.5662,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,1.3402504226184837,2.9333267825559526,0.1231021971339834,6.806829360392176,6.207297440564753,0.6678293725756554,0.6626879730752367,8.62604759632832
1,3,Transit,49.567416,0.259,2.47,187.5197,0.086,903.0,Unknown,5574.0,0.94,0.95,0.02,4.47,290.6731326,38.6910045,495.358,13.684,12.027,13.5662,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,1.244154593958768,3.923307416297741,0.2303177550622101,6.806829360392176,6.207297440564753,0.6678293725756554,0.6626879730752367,8.62604759632832
1,3,Transit,1.31184443,0.1159,1.53,187.5197,0.086,903.0,Unknown,5636.0,0.93,0.97,0.04,4.49,290.6731326,38.6910045,495.358,13.684,12.027,13.5662,1,0,0,1,1,0,0,0,0,0,0,0,0,5.23920251071117,0.9282193027394289,0.8380456604839042,0.10966125420951849,6.806829360392176,6.207297440564753,0.6780335427498971,0.6575200029167941,8.637107288081575
1,1,Transit,33.0257179,0.2049,2.21,187.5197,0.0,564.0,Unknown,5819.0,0.99,1.05,0.14,4.47,295.1672065,38.637039,1709.4,15.906,13.81,15.5691,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.1662709371419244,3.5271166475067157,0.18639657594709372,6.336825731146441,7.444482540270781,0.7178397931503169,0.688134638736401,8.669055540725484
1,1,Transit,453.54212,1.3292,9.23,187.5197,0.0,390.0,Unknown,5874.0,3.01,1.52,0.12,3.66,287.9754691,38.7402988,659.395,13.563,11.951,13.3811,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,2.325324579963535,6.119290582590958,0.8455248609808278,5.968707559985366,6.492838140848323,0.9242589015233319,1.3887912413184778,8.67846133901236
1,1,Transit,3.82315697,0.0511,0.77,187.5197,0.0,1282.0,Unknown,6202.0,1.12,1.21,0.21,4.42,287.4099905,39.6586267,558.855,12.696,11.473,12.6166,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.5709795465857378,1.5734286866903329,0.04983723484717165,7.1569563646156364,6.327677821629976,0.7929925155296614,0.7514160886839212,8.732788324973118
1,1,Transit,7.32851947,0.0689,2.33,187.5197,0.0,807.0,Unknown,5135.0,0.87,0.81,0.12,4.46,297.042015,39.9121864,424.428,14.518,12.232,14.3031,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.2029723039923526,2.1196857056881915,0.066630082297763,6.694562058521095,6.053095721004395,0.5933268452777344,0.6259384308664953,8.544029845369797
1,1,Transit,1.99281234,0.0238,6.81,187.5197,0.0,675.0,Unknown,3638.0,0.42,0.45,-0.14,4.84,291.2850446,40.7300225,399.02549999999997,16.192,12.58,15.8683,1,0,0,0,0,0,0,0,0,0,1,0,0,5.23920251071117,2.0554049638515948,1.0962135272723819,0.023521195041345824,6.516193076042964,5.991528295076037,0.37156355643248307,0.3506568716131694,8.19946419761216
1,1,Transit,3.42064689,0.0426,2.27,187.5197,0.0,1129.0,Unknown,5370.0,0.97,0.88,0.14,4.41,293.5663715,42.1325825,399.02549999999997,15.223,13.556,15.7053,1,0,0,0,0,0,0,0,0,0,1,0,0,5.23920251071117,1.184789984909162,1.4862860405843488,0.0417175933518685,7.029972911706386,5.991528295076037,0.6312717768418579,0.6780335427498971,8.58876938990546
1,1,Transit,19.5489666,0.1307,1.89,187.5197,0.0,579.0,Unknown,5549.0,0.73,0.78,-0.54,4.6,292.9582727,42.8548909,912.085,15.661,13.908,15.718,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.0612565021243408,3.022810652573182,0.1228369099590624,6.363028103540465,6.816828975932876,0.5766133643039938,0.5481214085096876,8.62155320674048
1,4,Transit,2.345863,0.0318,1.23,187.5197,0.0,997.0,Unknown,4769.0,0.71,0.8,0.12,4.62,295.8254663,42.9433716,595.683,15.477,13.154,15.505,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.8020015854720274,1.2077246573151497,0.03130484982841248,6.905753276311464,6.391385984093698,0.5877866649021191,0.5364933705145685,8.470101583882387
1,4,Transit,3.64830183,0.0427,1.33,187.5197,0.0,860.0,Unknown,4769.0,0.71,0.8,0.12,4.62,295.8254663,42.9433716,595.683,15.477,13.154,15.505,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.8458682675776092,1.536501955048828,0.04181350281341039,6.7580945044277305,6.391385984093698,0.5877866649021191,0.5364933705145685,8.470101583882387
1,4,Transit,5.64491415,0.0571,2.66,187.5197,0.0,744.0,Unknown,4769.0,0.71,0.8,0.12,4.62,295.8254663,42.9433716,595.683,15.477,13.154,15.505,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.297463147413275,1.8938517725934143,0.055529309792480296,6.61338421837956,6.391385984093698,0.5877866649021191,0.5364933705145685,8.470101583882387
1,4,Transit,8.74292005,0.0765,1.92,187.5197,0.0,643.0,Unknown,4769.0,0.71,0.8,0.12,4.62,295.8254663,42.9433716,595.683,15.477,13.154,15.505,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.0715836162801904,2.2765408725181264,0.07371503782228067,6.467698726104354,6.391385984093698,0.5877866649021191,0.5364933705145685,8.470101583882387
1,1,Transit,11.49500229,0.1038,1.53,187.5197,0.0,1105.0,Unknown,6033.0,1.79,1.13,-0.1,3.98,298.6738034,43.7955099,513.426,12.128,10.521,12.1213,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.9282193027394289,2.5253287475602084,0.09875877202326386,7.00850518208228,6.243051715969572,0.7561219797213337,1.0260415958332743,8.705165419719007
1,1,Transit,10.16102353,0.0918,4.62,187.5197,0.0,904.0,Unknown,6032.0,1.06,1.0,-0.14,4.39,290.7351869,44.091262,1252.13,14.289,13.193,14.6131,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.7263316639055997,2.412427666905385,0.08782771036552019,6.807934943699926,7.133399700511911,0.6931471805599453,0.7227059828014898,8.704999678440762
1,2,Transit,23.637604,0.158,3.11,187.5197,0.086,903.0,Unknown,5644.0,0.97,0.95,0.02,4.44,295.5594278,40.236249,521.054,13.796,12.083,13.5973,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,1.413423028508143,3.204273893677438,0.14669437915080352,6.806829360392176,6.2577710308080965,0.6678293725756554,0.6780335427498971,8.638525476583762
1,2,Transit,67.093408,0.316,3.25,187.5197,0.086,903.0,Unknown,5644.0,0.97,0.95,0.02,4.44,295.5594278,40.236249,521.054,13.796,12.083,13.5973,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,1.4469189829363254,4.220880409644901,0.2745968329031254,6.806829360392176,6.2577710308080965,0.6678293725756554,0.6780335427498971,8.638525476583762
1,2,Transit,1.73513619,0.0286,3.27,187.5197,0.0,1554.0,Unknown,5751.0,1.07,1.03,0.21,4.39,299.7047433,44.4357068,392.739,11.946,11.055,12.5829,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.451613827240533,1.0061812298810031,0.028198654358678778,7.349230824613334,5.975688253241675,0.708035793053696,0.7275486072772778,8.657302899400882
1,2,Transit,4.06844957,0.0504,0.98,187.5197,0.0,1170.0,Unknown,5751.0,1.07,1.03,0.21,4.39,299.7047433,44.4357068,392.739,11.946,11.055,12.5829,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.6830968447064438,1.6230349661015617,0.04917104400644938,7.065613363597717,5.975688253241675,0.708035793053696,0.7275486072772778,8.657302899400882
1,2,Transit,13.26079792,0.1065,1.47,187.5197,0.0,760.0,Unknown,5478.0,1.05,0.91,0.16,4.35,285.0360506,45.0709909,855.82,15.048,13.067,14.7212,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.9042181506398859,2.6575143685399354,0.10120188050896729,6.634633357861686,6.753227861531505,0.6471032420585384,0.7178397931503169,8.608677881538416
1,2,Transit,22.79020351,0.1528,2.57,187.5197,0.0,634.0,Unknown,5478.0,1.05,0.91,0.16,4.35,285.0360506,45.0709909,855.82,15.048,13.067,14.7212,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.2725655957915476,3.169273878712914,0.14219376570317527,6.453624998892692,6.753227861531505,0.6471032420585384,0.7178397931503169,8.608677881538416
1,1,Transit,15.6112238,0.1169,0.91,187.5197,0.0,637.0,Unknown,5383.0,0.84,0.87,0.0,4.53,295.0902409,45.0811045,532.955,13.79,11.767,13.554,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.6471032420585384,2.810078599417999,0.11055699056464385,6.45833828334479,6.280311565746386,0.6259384308664953,0.6097655716208943,8.591186871324563
1,1,Transit,26.6565737,0.1943,4.15,187.5197,0.0,903.0,Unknown,5159.0,3.06,1.37,-0.04,3.6,293.7968548,45.1607261,1031.91,13.451,11.136,13.2589,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.6389967146756448,3.3198634465464867,0.17756023969224416,6.806829360392176,6.940135340445052,0.8628899551470398,1.4011829736136414,8.548691858475609
1,1,Transit,4.61225043,0.053,0.51,187.5197,0.0,1032.0,Unknown,5495.0,0.96,0.93,0.16,4.44,297.1487941,46.2969247,241.991,12.01,10.185,11.8227,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.412109650826833,1.7249517852645497,0.05164323315183845,6.940222469119639,5.493024405617623,0.6575200029167941,0.6729444732424258,8.611775833902186
1,1,Transit,73.7578875,0.3259,4.28,187.5197,0.0,375.0,Unknown,5029.0,0.93,0.85,0.48,4.43,284.342725,46.3165907,595.331,15.516,13.016,15.1988,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.6639260977181702,4.31425472509877,0.282091474138536,5.929589143389895,6.390795882032507,0.6151856390902334,0.6575200029167941,8.523175263093785
1,2,Transit,32.376183,0.1789,2.26,187.5197,0.0,392.0,Unknown,4580.0,0.68,0.75,0.08,4.64,285.2537555,46.5822183,440.561,15.11,12.53,14.8656,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.1817271953786161,3.5078425617851137,0.16458180031594472,5.973809611869261,6.090316175845476,0.5596157879354227,0.5187937934151675,8.429672593886743
1,2,Transit,92.7297248,0.3608,2.81,187.5197,0.0,276.0,Unknown,4580.0,0.68,0.75,0.08,4.64,285.2537555,46.5822183,440.561,15.11,12.53,14.8656,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.3376291891386096,4.540415372661051,0.30807276209951495,5.6240175061873385,6.090316175845476,0.5596157879354227,0.5187937934151675,8.429672593886743
1,1,Transit,26.7575866,0.1815,2.28,187.5197,0.0,660.0,Unknown,6215.0,1.05,1.11,-0.06,4.44,297.4808253,46.5891373,1502.34,15.454,13.885,15.4636,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.1878434223960523,3.3235091938189276,0.16678481764482547,6.493753839851686,7.315444578408582,0.7466879474879752,0.7178397931503169,8.734881892047483
1,1,Transit,3.03267135,0.0405,0.6,187.5197,0.0,1187.0,Unknown,5640.0,0.92,0.96,0.06,4.49,283.4291536,47.5923973,340.965,12.74,11.076,12.6024,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.4700036292457356,1.3944290223649218,0.03970136685155207,7.080026499922591,5.834708392644307,0.6729444732424258,0.6523251860396903,8.637816633739977
1,1,Transit,8.7396758,0.0713,3.29,187.5197,0.0,577.0,Unknown,4406.0,0.63,0.63,-0.24,4.64,282.3705675,48.259234,701.255,16.433,13.882,16.319,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.4562867329399256,2.2762078316795273,0.0688728642863754,6.359573868672378,6.554296585930526,0.48858001481867097,0.48858001481867097,8.390949464841986
2,6,Transit,3.6961049,0.04565,1.773,9.7,0.083,1187.0,Unknown,5495.0,0.92,0.93,0.07,4.46,287.6979913,42.3385782,282.563,12.61,10.871,12.4535,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3702437414678603,1.0199297666336409,1.5467334204364387,0.04463870161838037,7.080026499922591,5.647434320702328,0.6575200029167941,0.6523251860396903,8.611775833902186
2,6,Transit,10.8540774,0.0936,2.894,11.1,0.076,828.0,Unknown,5495.0,0.92,0.93,0.07,4.46,287.6979913,42.3385782,282.563,12.61,10.871,12.4535,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4932054526026954,1.359436906950008,2.4726718927858684,0.08947500642760275,6.720220155135295,5.647434320702328,0.6575200029167941,0.6523251860396903,8.611775833902186
2,6,Transit,77.611455,0.3474,2.606,13.4,0.082,430.0,Unknown,5495.0,0.92,0.93,0.07,4.46,287.6979913,42.3385782,282.563,12.61,10.871,12.4535,0,0,0,0,0,0,0,0,0,1,0,0,0,2.667228206581955,1.2825991247811255,4.3645174267299085,0.29817680954442244,6.066108090103747,5.647434320702328,0.6575200029167941,0.6523251860396903,8.611775833902186
2,6,Transit,6.0984882,0.0637,0.821,0.76,0.092,1004.0,Unknown,5495.0,0.92,0.93,0.07,4.46,287.6979913,42.3385782,282.563,12.61,10.871,12.4535,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5653138090500605,0.5993858007454709,1.959881831797084,0.06175339627548214,6.912742820493176,5.647434320702328,0.6575200029167941,0.6523251860396903,8.611775833902186
2,6,Transit,19.578328,0.1387,0.952,1.4,0.094,681.0,Unknown,5495.0,0.92,0.93,0.07,4.46,287.6979913,42.3385782,282.563,12.61,10.871,12.4535,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8754687373538999,0.6688544879909007,3.0242384831792952,0.12988726083442226,6.525029657843462,5.647434320702328,0.6575200029167941,0.6523251860396903,8.611775833902186
2,6,Radial Velocity,34.94,0.2055,2.4,19.96,0.15,524.0,Unknown,5495.0,0.96,0.95,0.07,4.45,287.6979913,42.3385782,282.563,12.61,10.871,12.4535,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0426158594528414,1.2237754316221157,3.581850881355413,0.18689441863908868,6.263398262591624,5.647434320702328,0.6678293725756554,0.6729444732424258,8.611775833902186
1,2,Transit,8.594805,0.08,2.13,187.5197,0.086,903.0,Unknown,5678.0,0.94,0.95,0.02,4.45,284.4099503,41.2374928,665.912,13.932,12.455,13.9518,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,1.1410330045520618,2.2612218061682063,0.07696104113612832,6.806829360392176,6.50265810317858,0.6678293725756554,0.6626879730752367,8.644530439877432
1,2,Transit,10.222157,0.09,1.59,187.5197,0.086,903.0,Unknown,5678.0,0.94,0.95,0.02,4.45,284.4099503,41.2374928,665.912,13.932,12.455,13.9518,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,0.9516578757114464,2.4178901276069626,0.08617769624105233,6.806829360392176,6.50265810317858,0.6678293725756554,0.6626879730752367,8.644530439877432
1,2,Transit,6.38315913,0.0562,2.73,187.5197,0.0,530.0,Unknown,3757.0,0.58,0.58,0.48,4.68,285.5743032,49.9621218,320.588,15.642,12.29,15.2639,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.3164082336557241,1.9992016134137636,0.05467756129069573,6.274762021241939,5.773271223175812,0.4574248470388754,0.4574248470388754,8.231642179973411
1,2,Transit,20.6180348,0.1228,1.57,187.5197,0.0,359.0,Unknown,3757.0,0.58,0.58,0.48,4.68,285.5743032,49.9621218,320.588,15.642,12.29,15.2639,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.9439058989071284,3.073527910762352,0.11582556550559038,5.886104031450156,5.773271223175812,0.4574248470388754,0.4574248470388754,8.231642179973411
1,2,Transit,1.090011,0.0197,1.04,187.5197,0.0,1402.0,Unknown,5081.0,0.77,0.86,0.12,4.6,291.6594558,50.5838585,776.55,15.981,13.551,15.7733,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,0.712949807856125,0.737169329120764,0.01950846638804296,7.246368080102461,6.656147950667346,0.6205764877251099,0.5709795465857378,8.53346016388011
1,2,Transit,14.09258319,0.1084,1.82,187.5197,0.0,597.0,Unknown,5081.0,0.77,0.86,0.12,4.6,291.6594558,50.5838585,776.55,15.981,13.551,15.7733,1,0,0,0,0,0,0,0,0,0,0,0,0,5.23920251071117,1.0367368849500223,2.7142034436825293,0.1029175340066863,6.393590753950631,6.656147950667346,0.6205764877251099,0.5709795465857378,8.53346016388011
1,2,Transit,25.672083,0.175,2.46,187.5197,0.086,903.0,Unknown,6065.0,1.23,0.95,0.02,4.29,293.626059,41.2728004,636.445,12.991,11.737,12.9199,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,1.2412685890696329,3.2836174378812206,0.16126814759612226,6.806829360392176,6.457467998800918,0.6678293725756554,0.8020015854720274,8.710454688248527
1,2,Transit,151.884058,0.573,2.85,187.5197,0.086,903.0,Unknown,6065.0,1.23,0.95,0.02,4.29,293.626059,41.2728004,636.445,12.991,11.737,12.9199,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,1.3480731482996928,5.029679843274141,0.45298462407614076,6.806829360392176,6.457467998800918,0.6678293725756554,0.8020015854720274,8.710454688248527
1,2,Transit,4.069427,0.045,1.63,187.5197,0.086,903.0,Unknown,4668.0,0.67,0.95,0.02,4.65,282.9734874,41.3217991,285.111,14.178,11.639,13.8433,1,0,0,0,1,0,0,1,1,0,0,0,0,5.23920251071117,0.9669838461896731,1.6232277934646253,0.04401688541677433,6.806829360392176,5.656379847412027,0.6678293725756554,0.5128236264286639,8.448700194970938
